,119739
mountainforeigner,1
mountaingoat,1
mountainous,2
mountains,23
mountainsquire,1
mountaintop,2
mountant,1
mountanto,1
mountebank,3
mountebanks,2
mounted,14
mounteth,1
mounting,7
mounts,6
mourn,27
mournd,4
mourned,1
mourner,3
mourners,3
mournful,7
mournfully,1
mourning,20
mourninggowns,1
mourningly,1
mournings,1
mourns,2
mournst,1
mousd,1
mouse,13
mouseeaten,1
mousehunt,1
mousetrap,1
mousing,2
mouth,128
mouthd,1
mouthed,2
mouthfilling,1
mouthfriends,1
mouthhonor,1
mouthit,1
mouthmade,1
mouths,36
movables,3
movd,44
move,98
moveable,2
moveables,2
moved,34
mover,1
movers,2
moves,23
moveth,1
moving,18
movingly,1
movousus,1
movst,3
mow,7
mowbray,60
mowbrays,6
mowd,1
mowers,1
mowing,2
mows,3
moy,2
moys,2
moyses,1
mrs,216
much,1036
muck,1
mud,8
mudded,2
muddied,3
muddy,11
muddymettled,1
muffld,1
muffle,3
muffled,8
muffler,4
muffling,1
mugs,1
mulberries,1
mulberry,2
mule,4
mules,4
muleteers,2
mulier,2
mulieres,1
muliteus,1
mulld,1
mulmutius,2
multiplied,3
multiply,1
multiplying,4
multipotent,1
multitude,19
multitudes,7
multitudinous,2
mum,12
mumblenews,1
mumbling,2
mummers,1
mummy,3
mun,1
munch,1
muniments,1
munition,2
murder,65
murderd,7
murderdfor,1
murdered,10
murderer,92
murdererhow,1
murderers,19
murdering,2
murderous,7
murders,11
murdred,12
murdrer,1
murdring,5
murdrous,11
mure,1
murk,1
murkiest,1
murky,1
murmur,4
murmurd,1
murmurers,1
murmuring,4
murmurst,1
murrain,3
murray,1
murrion,1
murther,49
murtherd,9
murtherer,40
murtherers,11
murthering,1
murtherous,6
murthers,6
mus,14
muscadel,1
muscovites,2
muscovits,1
muscovy,1
musd,1
muse,31
muses,2
mush,1
mushrooms,1
music,201
musical,7
musician,18
musicians,30
musics,3
musicwhich,1
musing,4
musings,1
musk,1
muskcat,1
muskets,1
muskos,1
muskrose,1
muskroses,2
muss,1
mussels,1
musselshell,1
must,1502
mustachio,2
mustard,9
mustardseed,14
muster,15
musterbook,1
musterd,4
musterfile,1
mustering,1
musters,5
musty,8
mutability,2
mutable,1
mutation,1
mutations,1
mute,14
mutes,2
mutest,1
mutine,1
mutineers,1
mutineerthe,1
mutines,1
mutinies,5
mutinous,8
mutiny,23
mutius,14
mutter,4
muttered,1
mutton,11
muttons,2
mutual,15
mutualities,1
mutually,5
muzzld,1
muzzle,3
muzzled,1
my,12481
mynheers,1
myrmidon,2
myrmidons,6
myrtle,2
myself,566
myselfa,1
mysteries,4
mystery,16
mysterywith,1
mystry,1
nag,2
nags,1
naiads,1
nail,11
naild,1
nails,28
naked,52
nakedness,4
namd,17
name,656
namecall,1
named,5
nameless,3
namely,6
names,56
namessure,1
namest,1
naming,5
nan,11
nap,4
napes,1
napkin,14
napkins,5
naples,32
napless,1
napleswhosoeer,1
napping,2
naps,1
narbon,3
narcissus,1
narines,1
narrow,18
narrowly,2
narrowmouthd,1
narrowprying,1
naso,2
nasty,2
nathaniel,36
nathaniels,1
natifs,1
nation,28
nations,11
native,43
nativity,14
natural,58
naturalize,1
naturally,4
nature,344
naturenot,1
natures,66
naught,22
naughtily,1
naughty,15
navarre,12
nave,3
navel,1
navezvous,1
navigation,1
navy,8
navys,1
navytoo,1
nay,584
nayward,1
nayword,3
nazarite,1
ne,8
neaf,2
neamnoins,1
neanmoins,1
neapolitan,5
neapolitans,2
near,265
nearer,20
nearest,14
nearleggd,1
nearly,8
nearness,2
nears,1
nearst,2
neat,11
neatherds,2
neatly,1
neats,4
neatstongue,1
neb,1
nebour,1
nebuchadnezzar,1
nec,1
necessaries,6
necessarily,2
necessary,20
necessitied,1
necessities,12
necessity,36
necessitys,1
neck,72
necklace,1
necks,11
nectar,2
ned,20
nedars,2
need,179
needed,3
needer,1
needful,29
needfull,1
needing,1
needle,6
needles,4
needless,11
needlework,1
needly,1
needs,147
needst,6
needy,6
neer,216
neerchanging,1
neercloying,1
neerlustwearied,1
neertouchd,1
neeryetbeaten,1
neeze,1
nefas,1
negation,1
negative,1
negatives,1
neglect,23
neglected,14
neglecting,3
neglectingly,1
neglection,2
neglectst,1
negligence,16
negligent,7
negotiate,2
negotiations,1
negros,1
neigh,8
neighbors,1
neighbour,51
neighbourd,3
neighbourhood,7
neighbouring,4
neighbourly,2
neighbours,25
neighbourstained,1
neighd,1
neighing,5
neighs,2
neither,185
nell,15
nemean,2
nemesis,1
neoptolemus,1
nephew,33
nephews,8
neptune,10
neptunes,9
nereides,1
nerissa,65
nerissas,1
nero,4
neroes,1
nerve,2
nerves,7
nervii,1
nervy,1
nessus,2
nest,25
nestor,65
nestorlike,1
nestorwho,1
nestorwhose,1
nests,2
net,6
nether,5
netherlands,1
netherstocks,2
nets,2
nettle,5
nettled,2
nettles,6
nettleseed,1
network,1
neuter,1
neutral,3
never,1011
neverdaunted,1
neverdying,1
neverheardof,1
neverneeded,1
neverquenching,1
neverresting,1
nevers,1
neversurfeited,1
neverwithering,1
nevil,2
nevils,6
nevr,3
new,213
newadded,1
newapparelld,1
newappearing,2
newbegot,1
newbent,1
newbleeding,1
newborn,6
newbuilt,1
newburnd,1
newby,1
newchristned,1
newcome,1
newcrept,1
newcrownd,1
newcrowned,1
newdated,1
newdeliverd,1
newdelivered,1
newdevisd,1
newdyd,1
newenkindled,1
newer,6
newest,4
newfalln,2
newfangled,3
newfired,2
newfound,2
newgate,1
newhatchd,1
newheald,2
newly,30
newmade,8
newmarried,3
newness,3
newplanted,1
news,315
newsad,1
newscrammd,1
newshed,1
newsletter,1
newsmongers,1
newst,1
newstore,1
newt,2
newtaen,1
newtransformed,1
newtrimmd,1
newtrothed,1
newts,1
newtuned,1
newyears,1
next,166
nibbling,2
nicanor,3
nice,30
nicely,8
niceness,1
nicepreserved,1
nicer,1
nicety,1
nicholas,13
nick,8
nickd,1
nickname,3
nicks,1
niece,63
nieces,2
niggard,8
niggarding,1
niggardly,4
nigh,17
night,630
nightbrawler,1
nightcap,1
nightcaps,1
nightcrow,1
nightdogs,1
nighted,2
nightflies,1
nightfoes,1
nightgown,9
nighti,1
nightingale,9
nightingales,3
nightly,22
nightmare,1
nightowl,1
nightowls,2
nightrest,1
nightrule,1
nights,60
nightshriek,1
nighttapers,1
nighttripping,1
nightwalking,1
nightwanderers,1
nightwatch,1
nightwork,3
nihil,1
nile,6
nill,2
nilus,6
nimble,23
nimblefooted,2
nimbleness,1
nimblepiniond,1
nimbler,1
nimbly,4
nine,60
nineteen,3
ninnys,4
ninth,7
ninus,2
niobe,1
niobes,1
nip,3
nippd,1
nipping,2
nipple,2
nips,2
nit,2
no,3807
noah,1
noahs,1
nob,1
nobility,36
nobilitys,1
nobis,1
noble,611
nobleending,1
nobleman,24
noblemen,5
nobleminded,1
nobleness,15
nobler,21
nobles,42
noblesse,1
noblest,18
noblestminded,1
nobly,36
nobody,20
noces,1
nod,19
nodded,2
nodding,3
noddle,1
noddles,1
noddy,3
nods,5
noes,1
noi,1
nointed,2
noisd,2
noise,110
noiseless,2
noisemaker,1
noises,4
noisome,5
nole,1
nominate,3
nominated,3
nomination,3
nominativo,2
non,11
nonage,1
nonce,3
noncome,1
none,467
nonethe,1
nonino,4
nonny,3
nonpareil,5
nonperformance,1
nonproprietary,1
nonregardance,1
nonsparing,1
nonsuits,1
nony,3
nook,2
nooks,1
nookshotten,1
noon,17
noonday,1
noontide,4
nor,969
norbery,1
norfolk,128
norfolks,2
norman,3
normandy,7
normans,3
nors,1
north,47
northampton,3
northamptonshire,1
northeast,1
northerly,1
northern,10
northgate,2
northnortheast,1
northnorthwest,1
northumberland,149
northumberlands,4
northward,3
norway,15
norways,1
norwegian,1
norweyan,3
nose,64
nosegays,2
noseherbs,1
noseless,1
nosepainting,1
noses,14
noster,1
nostra,1
nostril,3
nostrils,3
not,8745
notable,14
notably,1
notall,1
notand,1
notare,1
notary,1
notarys,1
notchd,1
note,150
notebook,3
noted,23
notedly,1
notes,22
notest,1
noteworthy,1
notfearing,1
nothing,633
nothinggift,1
nothings,5
nothingyet,1
notice,34
notifies,1
notify,2
noting,4
notion,3
notmore,1
notofthenewest,1
notorious,14
notoriously,2
notpated,1
notprincely,1
notre,2
notso,1
nottobeendured,1
notwithstanding,21
notwithstandingto,1
nought,57
noughts,1
noun,1
nouns,2
nourish,7
nourishd,7
nourished,2
nourisher,1
nourishes,1
nourisheth,2
nourishing,1
nourishment,2
nous,1
novel,1
novelties,1
novelty,2
november,2
noverbs,1
novi,1
novice,3
novices,2
novum,1
now,2778
nowabed,1
nowadays,2
nowborn,1
nowhere,4
nowho,1
nows,3
noyance,1
noyes,1
nubibus,1
numas,1
numb,3
numbd,1
number,56
numberd,3
numberif,1
numbering,1
numberless,2
numbers,46
numbness,1
numbred,5
numbring,3
numerous,1
nun,6
nuncios,1
nuncle,17
nunnery,6
nuns,4
nuntius,1
nuptial,21
nursd,5
nurse,204
nursed,1
nurselike,1
nurser,1
nursery,5
nurses,4
nurseth,1
nursha,1
nursing,4
nurture,2
nut,6
nuthook,2
nuthooks,1
nutmeg,2
nutmegs,1
nutriment,1
nuts,2
nutshell,2
nym,63
nymph,8
nymphs,11
o,2607
oak,26
oakcleaving,1
oaken,2
oaks,5
oared,1
oars,3
oatcake,1
oaten,1
oath,145
oathable,1
oathbreaking,1
oaths,69
oats,5
ob,1
obduracy,1
obdurate,7
obedience,52
obedient,28
obeisance,1
oberon,45
obey,76
obeyd,8
obeyed,1
obeyedst,1
obeying,3
obeys,3
obidicut,1
object,39
objected,1
objections,3
objects,11
oblation,1
oblations,1
obligation,5
obligationarmigero,1
obligations,1
obliged,1
oblique,2
oblivion,15
oblivious,1
obloquy,3
obscene,3
obscenely,2
obscurd,7
obscure,11
obscured,3
obscurely,1
obscures,1
obscuring,1
obscurity,1
obsequies,7
obsequious,8
obsequiously,1
observance,15
observances,2
observancy,1
observant,2
observants,1
observation,11
observd,10
observe,34
observed,4
observer,2
observers,1
observing,5
observingly,1
obsolete,1
obsque,1
obstacle,2
obstacles,2
obstinacy,2
obstinate,5
obstinately,1
obstruct,1
obstruction,4
obstructions,1
obtain,9
obtaind,9
obtained,2
obtaining,5
occasion,74
occasions,17
occident,2
occidental,1
occulted,1
occupat,1
occupation,9
occupations,2
occupies,1
occupy,2
occur,1
occurrence,1
occurrences,1
occurrents,1
ocean,28
oceans,3
oclock,46
ocr,1
octavia,44
octavias,1
octavius,47
ocular,1
odd,32
oddconceited,1
oddest,1
oddeven,1
oddly,4
odds,43
ode,1
odes,1
odious,10
odoriferous,2
odorous,3
odour,4
odours,5
ods,8
oeillades,1
oer,203
oerbear,3
oerbearing,2
oerbears,2
oerbeat,1
oerblows,1
oerboard,2
oerborne,2
oercame,1
oercast,2
oerchargd,2
oercharged,2
oercharging,1
oercloyed,1
oercome,2
oercount,2
oercoverd,1
oercrows,1
oerdoing,1
oerdusted,1
oerdyd,1
oereaten,1
oereye,1
oerflourishd,1
oerflow,2
oerflowing,1
oerflows,3
oerfraught,1
oergalled,1
oerglanced,1
oergone,1
oergreat,1
oergreen,1
oergrow,1
oergrown,3
oergrowth,1
oerhang,1
oerhanging,1
oerhasty,1
oerhear,1
oerheard,3
oerjoyd,1
oerlabourd,1
oerleap,2
oerleaps,1
oerleavens,1
oerlook,4
oerlookd,4
oerlooking,1
oermasterest,1
oermastert,1
oermatchd,2
oermount,1
oernight,2
oernights,1
oerpaid,1
oerparted,1
oerpast,2
oerpays,1
oerpeer,1
oerperch,1
oerpicturing,1
oerposting,1
oerpowrd,2
oerpressd,1
oerpressed,1
oerprizd,1
oerrate,1
oerraught,2
oerreaches,1
oerreaching,1
oerread,3
oerrule,3
oerrules,1
oerrun,5
oerruns,1
oerset,1
oershade,1
oershades,2
oershine,1
oershot,2
oersized,1
oerskip,1
oerslips,1
oersnowed,1
oerspreads,1
oerstare,1
oerstep,1
oerstunk,1
oersway,2
oersways,2
oerswell,3
oertaen,1
oertake,8
oerteemed,1
oerthrow,3
oerthrown,6
oerthrows,1
oertook,2
oertop,2
oertopping,1
oertrip,1
oerturn,2
oervalues,1
oerwalk,1
oerwatchd,2
oerween,1
oerweens,1
oerweigh,1
oerweighs,1
oerwhelm,5
oerwhelmd,1
oerwhelmed,1
oerworn,2
oerwrested,1
oes,1
oeuvres,1
of,18289
ofephesus,5
off,478
offal,3
offcappd,1
offence,94
offenceful,1
offences,25
offend,59
offended,44
offendendo,1
offender,11
offenders,15
offendeth,1
offending,6
offendress,1
offends,7
offendst,1
offense,12
offenseless,1
offenses,1
offensive,2
offer,87
offerd,19
offered,9
offering,5
offerings,2
offers,21
offerst,2
offert,1
officd,2
office,129
officebadge,1
officed,1
officer,103
officers,87
officersatarms,1
offices,31
official,5
officious,6
offred,7
offrest,1
offring,3
offrings,2
offs,2
offspring,6
ofs,6
oft,149
often,124
oftener,2
oftentimes,7
oftner,2
ofttimes,1
oh,8
oil,14
oildried,1
oils,1
oily,4
old,715
oldcastle,1
olden,1
older,6
oldest,3
oldfacd,1
oldness,1
olive,6
oliver,54
olivers,4
olives,2
olivia,147
olivias,14
olympian,2
olympus,6
olympushigh,1
oman,11
omans,1
omen,1
ominous,10
omission,1
omit,12
omitst,1
omittance,1
omitted,3
omitting,2
omne,2
omnes,3
omnipotent,3
on,3065
once,419
oncefor,1
oncetis,1
one,1781
onehad,1
ones,73
onetell,1
onethe,1
onetrunkinheriting,1
oneyers,1
ongles,2
onion,2
onioneyd,1
onions,2
online,4
only,534
onmine,1
ons,23
onset,4
ont,103
onward,3
onwards,1
onwell,1
ooze,5
oozes,1
oozy,1
opal,2
opd,3
ope,27
open,147
opend,10
opener,1
openeyd,1
opening,11
openly,8
openness,1
opens,13
opent,3
operant,2
operate,2
operation,6
operations,1
operative,1
opes,2
oph,58
ophelia,29
ophelias,1
opinion,83
opiniond,1
opinions,13
opning,1
opportune,2
opportunities,4
opportunity,17
opposd,17
oppose,18
opposed,11
opposeless,1
opposer,2
opposers,2
opposes,1
opposing,3
opposite,25
opposites,4
opposition,8
oppositions,1
oppress,3
oppressd,9
oppressed,6
oppresses,1
oppresseth,1
oppressing,2
oppression,15
oppressors,1
opprest,1
opprobriously,1
oppugnancy,1
opulency,1
opulent,2
or,3195
oracle,27
oracles,3
orange,2
orangetawny,2
orangewife,1
oration,9
orator,11
orators,4
oratory,4
orb,10
orbed,3
orbs,5
orchard,32
orchards,2
ord,1
ordain,1
ordaind,8
ordained,2
ordaining,1
order,92
orderd,1
ordered,4
ordering,3
orderless,1
orderly,8
orders,5
ordinance,9
ordinant,1
ordinaries,1
ordinary,12
ordnance,7
ordred,1
ordring,2
ordure,1
ore,2
organ,6
organized,1
organpipe,2
organs,7
orgillous,1
orient,5
orifex,1
origin,4
original,3
originator,1
orisons,5
orit,1
ork,2
orlando,164
orld,3
orleans,72
ornament,18
ornaments,11
orodes,1
orphan,2
orphans,9
orpheus,3
orsino,9
orsinos,8
ort,2
orthography,2
orts,1
os,1
oscorbidulchos,1
osier,1
osiers,2
osixpence,1
osprey,1
osr,25
osric,7
ossa,1
ost,1
ostent,2
ostentare,1
ostentation,8
ostents,1
ostler,7
ostlers,1
ostrich,1
osw,38
oswald,18
othat,1
othello,325
othellos,10
other,690
othergates,1
others,451
otherwhere,2
otherwhiles,1
otherwise,37
otter,3
ottoman,1
ottomites,3
oublie,2
ouches,1
ought,20
oughtst,1
oui,6
ounce,6
ounces,1
ouphes,2
our,3066
ours,88
ourself,24
ourselves,115
ousel,2
out,1377
outbids,1
outbragged,1
outbrave,1
outbraves,1
outbreak,1
outbreathd,1
outcast,3
outcraftied,1
outcries,1
outcry,1
outdard,1
outdare,1
outdares,1
outdated,1
outdone,1
outdwells,1
outfacd,3
outface,6
outfaced,1
outfacing,2
outfly,1
outfrown,1
outgo,2
outgoes,1
outgoing,1
outgrown,1
outherods,1
outi,1
outjest,1
outlaw,32
outlawd,1
outlawry,1
outlaws,7
outlet,1
outlivd,1
outlive,17
outlives,3
outliving,1
outlook,1
outlustres,1
outnight,1
outparamourd,1
outpeer,1
outpray,1
outprizd,1
outrage,13
outrageous,6
outrages,5
outran,1
outright,5
outroar,1
outrode,1
outrun,7
outruns,1
outrunst,1
outscold,1
outscorn,1
outsell,1
outsells,1
outshining,1
outside,17
outsides,1
outsleep,1
outspeaks,1
outsport,1
outstare,2
outstay,1
outstood,1
outstretchd,4
outstretched,1
outstrike,1
outstrip,3
outstripped,1
outswear,2
outsweetned,1
outswell,1
outtalk,1
outtongue,1
outvenoms,1
outvied,1
outvillaind,1
outvoice,1
outwall,1
outward,49
outwardly,5
outwards,2
outwardsainted,1
outwear,2
outweighs,2
outwent,1
outwork,1
outworn,2
outworths,1
oven,2
over,167
overawe,1
overbear,2
overbears,1
overblown,5
overboard,2
overbold,1
overboldly,1
overborne,6
overbulk,1
overbuys,1
overcame,10
overcanopied,1
overcareful,1
overcast,1
overchargd,1
overcharged,3
overcome,9
overcomes,1
overcool,1
overcredulous,1
overdone,24
overdones,2
overearnest,1
overeying,1
overfar,1
overflow,2
overflowd,1
overflown,1
overfond,1
overfull,1
overglance,1
overgo,1
overgoes,1
overgone,1
overgorgd,1
overgreedy,1
overgrown,1
overhappy,1
overhead,1
overhear,2
overheard,6
overheardst,2
overhold,1
overjoy,1
overjoyed,2
overkind,1
overkindness,1
overland,1
overleather,1
overlive,1
overlong,1
overlook,3
overlookd,1
overlooking,1
overlooks,2
overlusty,2
overmasterd,1
overmatching,1
overmerry,1
overmounting,1
overmuch,2
overname,1
overnight,1
overpartial,1
overpassd,1
overpay,1
overpeer,2
overpeerd,1
overpeering,1
overplus,3
overproud,2
overreach,1
overread,1
overred,1
overripend,1
overroasted,2
overrode,1
overruld,3
overrun,1
overrunning,1
overscutchd,1
overset,1
overshades,1
overshine,2
overshines,1
overshot,2
oversights,1
overspread,1
overstaind,1
overswear,1
overt,1
overtaen,2
overtake,7
overtaketh,1
overtedious,1
overthrow,16
overthrown,11
overthrows,1
overtook,1
overtoppd,1
overtopping,1
overture,6
overturn,1
overturnd,1
overveild,1
overview,1
overwatchd,1
overweatherd,1
overween,2
overweening,5
overweigh,1
overwhelm,1
overwhelmd,3
overwhelming,1
overworn,1
ovid,2
ovidius,1
ovids,1
ovocativo,1
owd,5
owe,73
owed,7
owedst,1
owen,10
owes,26
owest,4
oweth,1
owing,1
owl,19
owls,3
own,771
owner,19
owners,6
owning,1
owns,4
owst,4
owy,1
ox,11
oxbeef,1
oxen,8
oxford,55
oxfordshire,1
oxfordyou,1
oxhead,1
oxlips,2
oyes,2
oyster,7
oysterwench,1
p,8
pabylon,1
pacd,2
pace,29
paces,7
pacified,2
pacify,1
pacing,1
pack,21
packd,8
packet,8
packets,2
packhorse,1
packhorses,1
packing,8
packings,1
packs,1
packsaddle,1
packthread,2
pacorus,2
paction,1
pad,1
paddle,1
paddling,2
paddock,2
padua,41
pagan,6
pagans,3
page,430
pageand,1
pageant,10
pageants,6
pages,20
pah,3
paid,71
pail,2
pailfuls,1
pails,1
pain,65
paind,1
pained,1
painful,8
painfully,4
pains,91
paint,16
painted,52
painter,44
painters,1
painting,21
paintings,2
paints,1
pair,40
paird,1
paired,1
pairs,1
pajock,1
palabras,1
palace,160
palaces,7
palamedes,1
palate,11
palates,4
palatine,2
palating,1
pald,1
pale,127
paled,1
paledead,1
palefacd,4
palehearted,1
paleness,2
paler,3
pales,4
palestine,2
palevisagd,1
palfrey,2
palfreys,2
palisadoes,1
pall,2
pallabris,1
pallas,3
palld,1
pallets,1
palm,27
palmers,5
palms,2
palmtree,1
palmy,1
palpable,5
palpablegross,1
palsied,2
palsies,1
palsy,2
palsyfumbling,1
palter,4
paltring,1
paltry,11
paly,3
pamper,1
pamperd,1
pamphlets,1
pampred,1
pancackes,1
pancake,1
pancakes,2
pandar,5
pandars,4
pandarus,187
pandaruso,1
pander,8
panderly,1
panders,3
pandulph,30
panel,1
pang,4
pangd,1
panging,1
pangs,14
pannier,1
pannonians,2
pansa,1
pansies,1
pant,3
pantaloon,3
panted,1
pantheon,2
panther,3
panthino,22
panting,4
pantingly,1
pantler,3
pantry,1
pants,3
pap,3
papal,1
paper,104
paperfacd,1
papermill,1
papers,16
paperwork,1
paphlagonia,1
paphos,1
papist,1
paps,1
par,25
parable,1
paracelsus,1
paradise,11
paradox,3
paradoxes,2
paragon,8
paragond,1
paragons,1
paragraph,11
paragraphs,3
parallel,6
paralleld,1
parallels,3
paramour,5
paramours,1
parapets,1
paraquito,1
parasite,2
parasites,2
parcas,1
parcel,13
parcelbawd,1
parcelgilt,1
parcelld,1
parcels,9
parch,1
parchd,1
parched,1
parching,3
parchment,8
pard,6
pardon,298
pardonamis,1
pardond,9
pardoned,2
pardoner,1
pardoning,2
pardonne,1
pardonner,2
pardonnezmoi,2
pardons,7
pardont,1
pare,4
pared,1
parel,1
parent,3
parentage,9
parents,17
parfect,1
pariament,1
paring,1
paringknife,1
parings,3
paris,136
parish,7
parishioners,2
parishtop,1
parisians,1
pariss,1
parisward,1
paritors,1
park,35
parkd,1
parks,2
parkward,1
parle,12
parler,1
parles,1
parley,32
parleyd,1
parlez,1
parliament,25
parlors,1
parlour,2
parlous,3
parmacity,1
parolles,175
parricide,1
parricides,1
parrot,6
parrots,2
parrotteacher,1
parsley,1
parson,17
parsons,2
part,511
partake,8
partaken,1
partaker,3
partakers,1
partcreated,1
parted,44
parthia,7
parthian,4
parthians,1
partial,7
partialize,1
partially,1
participate,2
participation,2
particle,2
particoated,1
particolourd,1
particular,60
particularities,2
particularize,1
particularly,3
particulars,11
parties,15
parting,28
partisan,1
partisans,4
partition,4
partizan,1
partlet,2
partly,35
partner,15
partnerd,1
partners,7
partridge,2
parts,112
partst,1
party,51
partyverdict,1
pas,2
pash,2
pashed,1
pashful,1
pass,147
passable,2
passado,3
passage,35
passages,9
passant,1
passd,41
passed,5
passenger,2
passengers,4
passes,16
passeth,2
passing,36
passio,1
passion,106
passionate,9
passioning,1
passions,18
passive,1
passport,2
passy,1
past,146
pastcure,1
paste,5
pasterns,1
pasties,1
pastime,14
pastimes,2
pastoral,1
pastoralcomical,1
pastorals,1
pastors,1
pastproportion,1
pastry,1
pastsaving,1
pasture,12
pastures,1
pasty,2
pat,6
patay,1
patch,13
patchd,8
patchery,2
patches,5
pate,30
patent,4
patents,2
paternal,1
pates,3
path,13
pathetical,3
paths,5
pathway,1
pathways,1
patience,190
patient,87
patiently,17
patients,4
patines,1
patrician,2
patricians,22
patrick,1
patricks,3
patrimony,4
patroclus,73
patron,9
patronage,2
patroness,2
patrons,1
patrum,1
patter,1
pattern,14
patternd,1
patterns,3
pattle,1
pauca,6
paucas,1
paul,5
paulina,84
paulinas,2
pauls,5
paunch,3
paunches,1
pause,38
pauser,1
pauses,1
pausingly,1
pauvres,1
pavd,1
paved,4
pavement,2
pavilion,7
paviliond,1
pavilions,1
pavin,1
paw,3
pawn,26
pawnd,9
pawns,1
paws,3
pax,2
pay,139
payest,1
paying,9
payment,13
payments,4
paymentto,1
pays,26
paysan,1
paysans,1
payt,1
peace,534
peacea,1
peaceable,1
peaceably,2
peaceful,11
peacemaker,1
peacemakers,2
peaceparted,1
peaces,1
peach,1
peachcolourd,2
peaches,1
peacock,2
peacocka,1
peacocks,2
peak,2
peaking,1
peal,7
peals,1
pear,5
peard,2
pearl,26
pearls,11
pears,1
peas,2
peasant,23
peasantry,1
peasants,7
peascod,4
peascodtime,1
pease,2
peaseblossom,12
peat,3
peaten,1
peating,1
pebble,4
pebbled,1
pebbles,3
peck,11
peckd,1
pecks,1
peculiar,7
pecus,1
pedant,36
pedantical,1
pedascule,1
pede,1
pedestal,1
pedigree,4
pedlar,6
pedlars,4
pedro,155
peds,1
peeld,1
peep,16
peepd,2
peeped,1
peeping,1
peeps,3
peer,13
peerd,1
peereth,1
peering,4
peerless,7
peerout,2
peers,38
peesel,1
peevish,27
peevishfond,1
peevishly,1
peflurd,1
peg,1
pegaramsey,1
pegasus,3
pegs,1
peise,1
peised,1
peize,1
pelf,1
pelican,3
pelion,2
pella,1
pelleted,2
pellmell,5
peloponnesus,1
pelt,2
pelting,6
pembroke,41
pen,39
penalties,2
penalty,12
penance,19
pence,9
pencil,4
pencilld,1
pencils,1
pendant,2
pendent,3
pendragon,1
pendulous,1
penelope,1
penetrable,2
penetrate,5
penetrative,1
penitence,6
penitent,14
penitential,1
penitently,1
penitents,1
penker,1
penknife,1
pennd,5
penned,1
penning,1
pennons,1
penny,23
pennyworth,7
pennyworths,2
pens,3
pense,6
pension,3
pensioners,2
pensive,2
pensived,1
pensively,1
pent,8
pentecost,3
penthesilea,1
penthouse,3
penthouselike,1
pentup,2
penurious,1
penury,7
peopld,1
people,203
peopled,4
peoples,21
pepin,4
pepins,1
pepper,3
peppercorn,1
pepperd,2
peppered,1
per,3
peradventure,15
peradventures,1
perceivd,9
perceive,90
perceived,5
perceives,5
perceivet,1
perceiveth,1
perceivst,1
perch,2
perchance,49
perchd,1
percies,1
percussion,1
percy,77
percys,10
perdie,1
perdita,42
perdition,10
perdonato,1
perdu,3
perdurable,2
perdurably,1
perdy,4
pere,1
peregrinate,1
peremptorily,1
peremptory,12
perfect,54
perfected,3
perfecter,1
perfectest,2
perfection,25
perfections,7
perfectly,4
perfectness,2
perfectst,1
perfidious,4
perfidiously,1
perforce,47
perform,39
performance,16
performances,3
performd,35
performed,5
performer,1
performers,2
performing,4
performs,2
performt,2
perfumd,5
perfume,11
perfumed,4
perfumer,1
perfumes,7
perge,2
perhaps,44
periapts,1
perigort,1
perigouna,1
peril,43
perilous,13
perils,8
period,15
periodic,1
periods,2
perish,31
perishd,3
perished,1
perishest,1
perisheth,1
perishing,2
periwig,2
periwigpated,1
perjurd,23
perjure,2
perjured,5
perjuries,1
perjury,20
perkd,1
perkes,1
permafoy,1
permanent,2
permission,233
permissive,1
permit,13
permitted,4
pernicious,21
perniciously,1
peroration,1
perpend,5
perpendicular,1
perpendicularly,1
perpetual,21
perpetually,2
perpetualsober,1
perpetuity,3
perplex,1
perplexd,5
perplexed,1
perplexity,3
persecuted,1
persecutions,1
persecutor,1
perseus,3
persever,8
perseverance,2
persevers,1
persia,1
persian,2
persist,1
persisted,1
persistency,1
persistive,1
persists,1
person,153
personae,36
personage,3
personages,2
personal,234
personally,3
personate,1
personated,1
personates,1
personating,1
persone,1
persons,22
perspective,3
perspectively,1
perspectives,1
perspicuous,1
persuade,30
persuaded,20
persuades,6
persuadethe,1
persuading,3
persuasion,18
persuasions,2
pert,2
pertain,2
pertaining,1
pertains,4
pertauntlike,1
pertinent,2
pertly,2
perturbation,4
perturbations,1
perturbd,1
perturbed,1
perusal,2
perusd,6
peruse,14
perused,2
perusing,1
perverse,3
perversely,1
perverseness,1
pervert,3
perverted,1
peseech,1
pester,1
pesterd,1
pestiferous,2
pestilence,13
pestilent,7
pestred,2
pestring,1
pet,10
petar,1
peter,75
peterfor,1
peters,4
petit,1
petition,20
petitionary,2
petitiond,1
petitioner,10
petitioners,4
petitions,6
peto,22
petrarch,1
petruchio,210
petruchios,6
petter,4
petticoat,7
petticoats,2
pettiness,1
pettish,1
pettitoes,1
petty,29
peu,2
pew,1
pewfellow,1
pewter,2
pewterers,1
pg,1
pglaf,1
phaethon,4
phaeton,1
phantasime,1
phantasimes,1
phantasma,1
pharamond,3
pharaohs,2
pharsalia,1
pheasant,2
pheazar,1
phebe,46
phebes,2
pheebus,1
pheeze,2
phibbus,1
philadelphos,1
philario,19
philarios,4
philarmonus,1
philemons,1
philip,69
philippan,1
philippe,2
philippi,16
philips,1
philipsparrow,1
phillida,1
philo,4
philomel,9
philomela,1
philosopher,11
philosophers,2
